id,expediente,producto,cantidadcum,descripcioncomercial,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad
3738,20090441,LOSARTAN POTASICO 100 MG TABLETA CUBIERTA.,30,CAJA CON FRASCO EN POLIETILENO DE ALTA DENSIDAD POR 30 TABLETAS.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3739,20032631,LOSARTAN 100 MG,10,CAJA PLEGADIZA POR 10 TABLETAS EN BLISTER PVC/PE/PVDC BLANCO-ALUMINIO POR 10 TABLETAS.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3740,20019619,ARALOX 50 MG TABLETAS,30,CAJA PLEGADIZA X 30 TABLETAS CUBIERTAS EN 2 BLISTERS DE ALUMINIO/PVDC X 15 TABLETAS CUBIERTAS CADA UNO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN SAL MONO-POTASICA,mg,50
3741,19965332,LOSARTAN,100,CAJA POR 100TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 10 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3742,20102676,LOSARTAN POTASICO 50 MG TABLETAS,30,CAJA PLEGADIZA X 30 TABLETAS CON 1 BLISTER FOIL DE ALUMINIO /PVC/PVDC BLANCO POR 30 TABLETAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3743,20032631,LOSARTAN 100 MG,90,CAJA PLEGADIZA POR 90 TABLETAS EN BLISTER PVC/PE/PVDC BLANCO-ALUMINIO POR 10 TABLETASCADA UNO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3744,20142223,L- CARDÂ® 50 TABLETAS,30,1L1011091002103 CAJA PLEGADIZA X 1 FRASCO BLANCO OPACO X 30 TABLETAS (30 TABLETAS),U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3745,20114964,LOSARTAN / AMLODIPINO 100/5 MG,300,CAJA PLEGADIZA POR 300 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3746,20032631,LOSARTAN 100 MG,90,CAJA PLEGADIZA POR 90 TABLETAS EN BLISTER PVC/PE/PVDC BLANCO-ALUMINIO POR 5 TABLETAS CADA UNO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3747,20114964,LOSARTAN / AMLODIPINO 100/5 MG,5,CAJA PLEGADIZA POR 5 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE,mg,5
3748,20114964,LOSARTAN / AMLODIPINO 100/5 MG,10,CAJA PLEGADIZA POR 10 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3749,59605,COZAAR 100 MG TABLETAS,30,CAJA POR 30 TABLETAS RECUBIERTASEN BLISTER PVC/PE/PVDC/ALUMINIO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3750,20032631,LOSARTAN 100 MG,50,CAJA PLEGADIZA POR 50 TABLETAS EN BLISTER PVC/PE/PVDC BLANCO-ALUMINIO POR 10 TABLETAS.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3751,19943330,CONVERTALÂ® 100 MG COMPRIMIDOS RECUBIERTOS,15,CAJA POR 15 COMPRIMIDOS RECUBIERTOS EN BLISTER ALU/PVC-ACLAR.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3752,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,120,INSTITUCIONAL: CAJA DE CARTÃ“N POR 120 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3753,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,200,CAJA CON 10 BLISTER PVC/PVDC TRANSPARENTE-ALUMINIO POR 20 COMPRIMIDOS RECUBIERTOS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3754,20142320,L- CARDÂ® 100 TABLETAS,30,1L1011081003101 CAJA PLEGADIZA X 3 BLISTER EN ALU/PVC BLANCO OPACO X 10 TABLETAS (30 TABLETAS),U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3755,20142223,L- CARDÂ® 50 TABLETAS,30,1L1011091002101 CAJA PLEGADIZA X 3 BLISTER EN ALU/PVC BLANCO OPACO X 10 TABLETAS (30 TABLETAS),U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3756,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,30,CAJA DE CARTÃ“N POR 30 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3757,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,10,CAJA POR 10 TABLETAS RECUBIERTAS EN UN BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3758,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,900,CAJA POR 900 TABLETAS RECUBIERTAS EN TREINTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 30 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3759,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN DIEZ BLISTER PVC TRANSPARENTE /ALUMINIO POR 30 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3760,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,30,CAJA POR 30 TABLETAS RECUBIERTAS EN UN BLISTER PVC TRANSPARENTE /ALUMINIO POR 30 TABLETAS RECUBIERTAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3761,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,30,CAJA POR 30 TABLETAS RECUBIERTAS EN UN BLISTER PVC TRANSPARENTE /ALUMINIO POR 30 TABLETAS RECUBIERTAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3762,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,100,CAJA PLEGADIZA POR 100 COMPRIMIDOS RECUBIERTOS EN BLÃSTER DE PVC-PVDC TRANSPARENTE /ALUMINIO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3763,20114964,LOSARTAN / AMLODIPINO 100/5 MG,90,CAJA PLEGADIZA POR 90 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3764,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN 30 BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO. CADA BLÃSTER POR 10 TABLETAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3765,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,30,CAJA POR 30 TABLETAS RECUBIERTAS EN TRES BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3766,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,600,CAJA POR 600 TABLETAS RECUBIERTAS EN SESENTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3767,20101140,LOSARTAN POTASICO 50 MG TABLETAS RECUBIERTAS.,30,CAJA PLAGADIZA CON UN FRASCO DE POLIETILENO DE ALTA DENSIDAD X30 TABLETAS.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3768,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,10,CAJA POR 10 TABLETAS RECUBIERTAS EN UN BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3769,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,30,CAJA POR 30 TABLETAS RECUBIERTAS EN TRES BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3770,20142320,L- CARDÂ® 100 TABLETAS,100,1L1011081003100 CAJA PLEGADIZA X 10 BLISTER EN ALU/PVC BLANCO OPACO X 10 TABLETAS (100 TABLETAS),U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3771,20114964,LOSARTAN / AMLODIPINO 100/5 MG,60,CAJA PLEGADIZA POR 60 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3772,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN TREINTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3773,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN 20 BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO. CADA BLÃSTER POR 15 TABLETAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3774,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,600,CAJA POR 600 TABLETAS RECUBIERTAS EN SESENTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3775,20101909,COTASARÂ®100 MG TABLETAS RECUBIERTAS.,30,INSTITUCIONAL: CAJA DE CARTÃ“N POR 30 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3776,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,10,CAJA POR 10 TABLETAS RECUBIERTAS EN UN BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3777,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,900,CAJA POR 900 TABLETAS RECUBIERTAS EN NOVENTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3778,20114964,LOSARTAN / AMLODIPINO 100/5 MG,100,CAJA PLEGADIZA POR 100 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE,mg,5
3779,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,900,CAJA POR 900 TABLETAS RECUBIERTAS EN TREINTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 30 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3780,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,900,CAJA POR 900 TABLETAS RECUBIERTAS EN NOVENTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3781,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN DIEZ BLISTER PVC TRANSPARENTE /ALUMINIO POR 30 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3782,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN TREINTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3783,20090441,LOSARTAN POTASICO 100 MG TABLETA CUBIERTA.,30,CAJA CON FRASCO EN POLIETILENO DE ALTA DENSIDAD POR 30 TABLETAS.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3784,20114964,LOSARTAN / AMLODIPINO 100/5 MG,100,CAJA PLEGADIZA POR 100 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3785,20114964,LOSARTAN / AMLODIPINO 100/5 MG,14,CAJA PLEGADIZA POR 14 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE,mg,5
3786,19965332,LOSARTAN,10,CAJA POR 10 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 10 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3787,20102676,LOSARTAN POTASICO 50 MG TABLETAS,30,CAJA PLEGADIZA CON DOS BLISTER FOIL DE ALUMINIO /PVC/PVDC BLANCO POR 15 TABLETA DE 50 MG C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3788,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,150,CAJA POR 150 TABLETAS RECUBIERTAS EN 10 BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO. CADA BLÃSTER POR 15 TABLETAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3789,20101909,COTASARÂ®100 MG TABLETAS RECUBIERTAS.,120,INSTITUCIONAL: CAJA DE CARTÃ“N POR 120 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3790,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN TREINTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3791,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,7,CAJA DE CARTÃ“N POR 7 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3792,20101909,COTASARÂ®100 MG TABLETAS RECUBIERTAS.,120,INSTITUCIONAL: CAJA DE CARTÃ“N POR 120 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3793,20114964,LOSARTAN / AMLODIPINO 100/5 MG,30,CAJA PLEGADIZA POR 30 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE,mg,5
3794,20119982,LOSARTAN POTASICO 100 MG TABLETA RECUBIERTAS,30,1L1011181000100 LOSARTAN 100.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (LAPROFF S.A) TABLETA 1.0000U / CAJA X 30,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3795,20101140,LOSARTAN POTASICO 50 MG TABLETAS RECUBIERTAS.,100,CAJA X 100 TABLETAS EN BLISTER PVC/ALUMINIO (10 BLISTER X 10 TABLETAS CADA UNO),U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3796,20019619,ARALOX 50 MG TABLETAS,30,CAJA X 30 TABLETAS CUBIERTAS EN 3 BLISTER DE ALUMINIO/PVDC X 10 TABLETAS CUBIERTAS CADA UNO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN SAL MONO-POTASICA,mg,50
3797,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,30,INSTITUCIONAL: CAJA DE CARTÃ“N POR 30 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3798,20101140,LOSARTAN POTASICO 50 MG TABLETAS RECUBIERTAS.,30,CAJA PLAGADIZA CON UN FRASCO DE POLIETILENO DE ALTA DENSIDAD X30 TABLETAS.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3799,20114964,LOSARTAN / AMLODIPINO 100/5 MG,20,CAJA PLEGADIZA POR 20 TABLETAS CUBIERTAS EN BLISTER ALU/ALU,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3800,19965332,LOSARTAN,20,CAJA POR 20TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 10 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3801,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,10,CAJA POR 10 TABLETAS RECUBIERTAS EN UN BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3802,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,30,CAJA POR 30 TABLETAS RECUBIERTAS EN TRES BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3803,20090441,LOSARTAN POTASICO 100 MG TABLETA CUBIERTA.,100,CAJA POR 100 TABLETAS EN BLISTER PVC/ALU X 10 TABLETAS CADA UNO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3804,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,28,INSTITUCIONAL: CAJA DE CARTÃ“N POR 28 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3805,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,30,INSTITUCIONAL: CAJA DE CARTÃ“N POR 30 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3806,59605,COZAAR 100 MG TABLETAS,15,CAJA POR 15 TABLETAS RECUBIERTASEN BLISTER PVC/PE/PVDC/ALUMINIO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3807,20027707,LOSARTAN POTASICO 50 MG,28,CAJA POR 28 COMPRIMIDOS CUBIERTOS CON PELICULA EN BLISTER AL/PVC/PE/PVDC BLANCO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3808,19943330,CONVERTALÂ® 100 MG COMPRIMIDOS RECUBIERTOS,15,CAJA POR 15 COMPRIMIDOS RECUBIERTOS EN BLISTER ALU/PVC-ACLAR.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3809,20090441,LOSARTAN POTASICO 100 MG TABLETA CUBIERTA.,100,CAJA POR 100 TABLETAS EN BLISTER PVC/ALU X 10 TABLETAS CADA UNO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3810,19965332,LOSARTAN,2,MUESTRA MÃ‰DICA: CAJA POR 2 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 2 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3811,20101909,COTASARÂ®100 MG TABLETAS RECUBIERTAS.,7,CAJA DE CARTÃ“N POR 7 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3812,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,100,INSTITUCIONAL: CAJA DE CARTÃ“N POR 100 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3813,19965332,LOSARTAN,2,MUESTRA MÃ‰DICA: CAJA POR 2 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 2 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3814,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,14,CAJA DE CARTÃ“N POR 14 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3815,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,60,INSTITUCIONAL: CAJA DE CARTÃ“N POR 60 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3816,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,60,INSTITUCIONAL: CAJA DE CARTÃ“N POR 60 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3817,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,30,CAJA PLEGADIZA POR 30 COMPRIMIDOS RECUBIERTOS EN BLÃSTER DE PVC-PVDC TRANSPARENTE /ALUMINIO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3818,19965332,LOSARTAN,10,MUESTRA MÃ‰DICA: CAJA POR 10 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 10 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3819,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,100,INSTITUCIONAL: CAJA DE CARTÃ“N POR 100 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3820,20102676,LOSARTAN POTASICO 50 MG TABLETAS,330,CAJA PLEGADIZA CON 33 BLISTER FOIL DE ALUMINIO /PVC/PVDC BLANCO POR 10 TABLETA DE 50 MG,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3821,20101909,COTASARÂ®100 MG TABLETAS RECUBIERTAS.,14,CAJA DE CARTÃ“N POR 14 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3822,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,30,CAJA DE CARTÃ“N POR 30 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3823,19965499,LOSARTAN 50MG TABLETAS RECUBIERTAS,900,CAJA POR 900 TABLETAS RECUBIERTAS EN NOVENTA BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTÃSICO,mg,50
3824,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,300,CAJA POR 300 TABLETAS RECUBIERTAS EN 15 BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO. CADA BLÃSTER POR 20 TABLETAS,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3825,20090441,LOSARTAN POTASICO 100 MG TABLETA CUBIERTA.,30,CAJA CON FRASCO EN POLIETILENO DE ALTA DENSIDAD POR 30 TABLETAS.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3826,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,14,CAJA DE CARTÃ“N POR 14 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3827,19965332,LOSARTAN,5,MUESTRA MÃ‰DICA: CAJA POR 5 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 5 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3828,19965332,LOSARTAN,250,CAJA POR 250 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 10 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3829,20045848,LOSARTAN 100 MG COMPRIMIDOS RECUBIERTOS,1,CAJA POR 100 TABLETAS RECUBIERTAS EN 10 BLISTER PVC/PVDC TRANSPARENTE/ALUMINIO POR 10 TABLETAS CADA UNO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3830,20101909,COTASARÂ®100 MG TABLETAS RECUBIERTAS.,28,CAJA DE CARTÃ“N POR 30 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3831,20090441,LOSARTAN POTASICO 100 MG TABLETA CUBIERTA.,100,CAJA POR 100 TABLETAS EN BLISTER PVC/ALU X 10 TABLETAS CADA UNO.,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,100
3832,20101913,COTASARÂ® 50 MG TABLETAS RECUBIERTAS.,120,INSTITUCIONAL: CAJA DE CARTÃ“N POR 120 TABLETAS RECUBIERTAS EN BLISTER ALU/PVC BLANCO OPACO,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3833,20102676,LOSARTAN POTASICO 50 MG TABLETAS,15,CAJA PLEGADIZA CON UN BLISTER FOIL DE ALUMINIO /PVC/PVDC BLANCO POR 15 TABLETA DE 50 MG,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
3834,19965332,LOSARTAN,200,CAJA POR 200 TABLETAS EN BLISTER PVC/ PVDC TRANSPARENTE / ALUMINIO POR 10 TABLETAS C/U,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50
